,Text,Sentiment
846,"AAP One reliable pattern I 've come across , surprise intraday pattern. study",1
847,YHOO volume BIG. Closing 20 today give enough fire make new 52 week high later week .,1
848,HPQ open 18 tomorrow !,1
849,"user hey great call HPQ , think fund buy O !",1
850,BAC IMHO think gap E,1
851,"HPQ I 'm go nail Mofo ! HPQ go Spotlight tonight , ooking eal Gapper tomorrow !",1
852,SWHC bet PM mid high 9 's,1
853,AAP We long Call atio Back Spread 510/505,1
854,"user HPQ double top take close , watch learn !",1
855,G SWHC Market may figure legislation gun wo n't pass much all. Shootings ? Time load .,1
856,BAC ike I tell 11.75 AfterMrkt = Very Good Setp Tmorrow ! : ),1
857,"The GOOG daily chaos event look good green line move white , like dec9 move",1
858,"Green Weekly Triangle CYTX , ... .pdating",-1
859,"HPQ Autonomy look total loss , could sell wish ? ? ? HPQ strong ptrend ! OAD !",1
860,Apples fall ? AAP,-1
861,HPQ many upgrade tomorrow assume Autonomy worth something ...,1
862,HPQ nice close imo !,1
863,"FOD cover 3.93 , ... .net profit 1,571.00 , ... ugly triangle , FOD",-1
864,CSN My target remain 9 data ! More news ...,1
865,DVA really nice break DT line volume today,1
866,SSYS exuberance stock generate 2million operational cash flow 9mos trading 3.4 billion. u could say top,-1
867,Big win broker ... New Mini Options Bring Big Changes For Traders via user SPY AAP GOOG AMZN GD,1
868,"WMt buy signal easy , math baby , good discount !",1
869,think M call early scream fashion makeover WOW look good,1
870,JPM - whale trader,1
871,Now watch BA,-1
872,"CMG > keep level mind : bounce 284-288 , follow leg 238 , bounce 254 , leg 212 / 202 .",-1
873,V Over 11.35,1
874,Disney 's new Infinity game go huge. My take DIS ATVI,1
875,"BA Now come back haunt year , say , eap Sow",-1
876,"PGX hype , spot 6.88/.90 , b/out 6.91 , resist daily til 200SMA 7.33ish , 50SMA sliding",1
877,DN first hint trendline break upside ?,1
878,"AAP Going confirm theory selling come inside info last 45 day , cat bag , sucker leave , bullish",1
879,AAP Another Downgrade ! Broken,-1
880,BAC Bank Of America Earnings Stronger Than Expected,1
881,GOOG AMZN call watch list day trade. Taking break AAP,1
882,AIG Going premarket somebody know something I n't know .,1
883,BAC since earnings seem impact price break 12 cards. Good longterm hold .,1
884,ANY look good 22.50 call : ),1
885,"user : GOOG put option 8 year high , interest",-1
886,Trade Setup AKAM -,1
887,Trade Setup AA -,1
888,Trade Setup CF -,1
889,OW PT hit resistance,1
890,SANM watch list volume 9 % ave full day - slightly line,1
891,"HPQ Explode today , 18 come imo !",1
892,CEG Confirming expectation 98.50. ikely crack .,-1
893,You ca n't garden wall browser AMZN AAP,1
894,American Apparel APP present 11:05,1
895,CSN Correction : Thermodox nanosoccer ball 's anti-vascular well anti-neoplastic !,1
896,PI daily thx head user,1
897,GME 23.40 look good go,1
898,"WOW , saw price next week ( E 1/22 ) GOOG 720c 20 !",1
899,raise stop OW right today 's low around 35.90,1
900,"WN : ong 19.79. Trailing Stop 26.64 7 prior Stops 24.39 , 23.76 , 20.42 , 19.79 , 18.09 , 17.13 16.39 -",1
901,"When Demark come back prop AAP ? Yesterday classic dead cat bounce. Now value stock , need go low find size buyer .",-1
902,NG - like stewie mention - 20MA. First pullbk2 would B good 2nd entry,1
903,IN SOME ANA,1
904,Bookmark arry Page Moonshots matter ... must option market exist : ) goog,1
905,SWY - drinking Safeway store brand ( Columbian whole bean ) coffee SBX cup,1
906,Back BK long. Nice reaction earnings. This making runaway/measuring type gap .,1
907,KOS keep wish first cousin. look good .,1
908,"TIVO hold well MA ( 50 ) 11.60 morning , I believe long setup",1
909,SMB adar weak today FAST ADTN CAM,-1
910,ssys add 100 million market cap today,-1
911,user : ANA look like coil setting,1
912,HOTT FNGN PIM FNF - moonshots,1
913,"WMT - H/S , struggle 200dma well , MM target 10 handle gap fil",-1
914,IPX biotech watchlist vol 42 % full day ave move toward gap 200-day need vol,1
915,SWY - wow number bear week - scale little today,1
916,AAP 900 lot offer eg Jan 500 Put 1.71. -28 delta put could push stock create support,1
917,WCG Everybody look something buy ... basement trade w/fundamentals ...,1
918,AMZN try break high,1
919,"user INTC Yep follow money , look like something good come pipeline !",1
920,BA SHOT 130 75.25,-1
921,"Green Weekly & Monthly Triangle ISIS , ... .Sell Short 14.14",-1
922,GS explode last hour. Green bar since 1 .,1
923,"BAC turn run SPY , watch EOD eversal !",1
924,FAF look good. Pivot range 24.87 26.11 Volume +76 % today. See close and/or get day highs 25.60 .,1
925,"user AM , really buys card Christmas ?",-1
926,"C Big Pop , BAC Follow !",1
927,"WPI - inside day crack downside , already short - add",-1
928,ZNGA There lot support SMAs. I bot share 2.54 Falling low volume,1
929,GEVO Watch break 2.08 test recent high 2.43,1
930,ssys Voyant Advisors negative report. see high risk earnings. An earnings risk 9 scale 1 to10,-1
931,"ssys Nov. 13 report Piper Jaffray put new price target report 76 , Dougherty December 's report put tgt 67",-1
932,user : : BAC Consolidation progress ... yep consolidate 10 > Should go Emotions Anonymous Take hard !,1
933,ZION Cup & Handle pattern. The stock would confirm pattern break 22.8,1
934,GEVO Broke bull flag pattern upside today & move accompany high volume,1
935,Added holding AAP BID FB AH. Also hold DDD. Down 25 % cash .,1
936,"BAC Hawken price target 11.50 , estimate company earn 95 cent 2013 ,",1
937,Nice one user Marketshare Margin ... .the AAP dilemma ...,1
938,"DPZ nice intraday upward reversal add bull flag , keep watch move 46",1
939,"TEX another nice bull flag , watch MACD signal next breakout",1
940,"WH also strong day today , look ready next leg",1
941,"GMC keep nice consolidation , make big move soon , MACD & SI turning",1
942,"AJ really strong , caution overbought SI decline MACD",1
943,"CEN nice gap support , look ready head high",1
944,"WYNN nice bullish consolidation , could pop soon",1
945,"VS similar pattern WYNN , bull flag building , keep watch",1
946,A clear downtrend sign relief,-1
947,"also healthy , fell back DT line breaking , SI weak , MACD turn",-1
948,"NFX hammer breakout back-test , watch tomorrow bounce",1
949,INTC Anyone thought late algo trading option OI affect stock price tomorrow ? My guess 20.50 21.50 close,1
950,Need body part ? IHI SYK MDT ZMH user nice call BSX,1
951,"AAP QIH The cheap , transparent China play Apple. I avoid SOEs ... management decision base guanxi party interest .",1
952,"user a36tran user I say many time AAP big money shift towards stock - I 11,12,13,14",1
953,OW Breaking new 52 week high .,1
954,G quiet lately ; good get pop,1
955,IF Over 19.60,1
956,"Intel earnings - capex & mobile matter EPS. I mean , PC biz decline news ? INTC HPQ AAP DE AMH",1
957,NEW Blog Post- Watchlist 01/17. F KBH GPX SSQ SBX CSOD HD WT OCN EBAY TEX I CHK ITG S,1
958,BAC user Hope consolidation level drop stop 11 support. Nxt 4-5 day come back to12 IMHO .,1
959,Hot osers FNS TSX INTC AMN JDS,-1
960,"GEO nice pop morning , move stop breakeven",1
961,long ACI 7.39,1
962,CEE - clear - chase - enter Monday ong,1
963,"ADBE continue weaken , follow market. Short break 37.60. user",-1
964,"V far find support ceiling old channel , look good hold",1
965,"user : ADBE continue weaken , follow market. Short break 37.60. user",-1
966,"SHW - ong 131.42. Trailing Stop 140.12 4 Stops 138.36 , 125.06 , 122.79 118.70 -",1
967,"BAC fully engage within secondary reaction 12.43 high 1/07 , point 10.80/50 target zone",-1
968,BAC still see get back 10.50 possibly low overall market pull back next month .,-1
969,"user : G two week away earn , ready rocket within two day",1
970,AAP > 497 area likely fail .,-1
971,WH gap fill,1
972,Monday AAP say 500 pin - still confident close 500 pin - take look crazy OI spike .,1
973,STT strong bounce today continue make new high - share one day now. Nice run,1
974,CSN Another SA article ONGS ...,1
975,AAP - percolating ? Perhaps push 500 soon ...,-1
976,"SWY - corn run , bear get cob SWY",1
977,"AAP Wall St. hat stock currently. Careful short , anything short disaster view positively. Bit risky long. # MainEvent",1
978,FIO : Insightful analysis Fusion-io avoid commoditization ( via user ) :,1
979,"MCP.. sorry kid Nissan , Siemens = NOT get mining business , fun buying whatever somebody try unload..",-1
980,"CSN I know 's crazy thought , WHAT IF go green EOD ?",1
981,SCHW - break flag,1
982,GS Ask pummel ... manager miss afraid miss train ...,1
983,WH nice round reversal pattern intraday since gap fill,1
984,"ES_F spike bottom. eading Stocks comatose still leading. WAKE P ! ! OCN SBGI NSM FIVE GNC Makes say , hmmmm ? ! ? !",1
985,AMAT reach high overbought conditions. I wait pullback enter long,1
986,"ACI Option trader buy 20k Feb 7P hard offer vs. OI 1,400. Earnings Feb 5th BMO. Could hedge long stk",-1
987,ZION Stalking. Cup & Handle potential breakout w/ anemic volume Handle. Breakout candidate,1
988,VFC - short one - bull need hold support break could significant,-1
989,BAC anyone think might slush fall 11 today ?,-1
990,Big boy stock GE start build constructive right side current 14-week cup base .,1
991,AAP This possibility exist,1
992,"egarding , go KSS WMT TGT TJX OSS see many copycat clothe item , remind COX 70+ -- -- > Sub 1",-1
993,"DNKN see lot talk one , put another nice day steady uptrend",1
994,"Green Weekly Triangle ESSX , ... .pdating",-1
995,"AppleSoft : No , It Was Not Different This Time - AAP",-1
996,"Green Weekly Triangle HBAN , ... pdating",-1
997,ltra base ? TEK # ltratech Step ! # Stepper,1
998,dec GE long IA 's 20.00 stock plague world love 22+ tell head know head,-1
999,AN - eversal confirm close nicely 20 day 9.47 Also confirm today : IMM CHK Others I like :,1
1000,Wk # 3 # 13for2013 portfolio : DDD DNKN FT INVN KOS NKD MOV NTSP AX SCCO SCA SSYS V,1
1001,INVN report next week & 3rd 13.5 % gain year # 13for2013 ( watch cup w/ handle - wkly ),1
1002,"NTSP laggard # 13for2013 portfolio , 2.03 % year ( close 50-d )",1
1003,ACHC I might crazy stock rising. ow volume however.Price matter first .,1
1004,Short term bearish CYH go parabolic upper band 's uptrend channel .,-1
1005,CST watch inverse h+s. > 20days2cover,1
1006,Watching HOV bounce upside. It appear touch 61.8 % Fib last Friday 's close .,1
1007,BONT gap like may cuz go little high test 14 retest 13.00 sure,-1
1008,FIE - Decending Triangle w/ possible bear flag last week. Open gap 36.38 .,-1
1009,DGI toppy,-1
1010,BAC Bank Of America Will ikely Double Again Within 3 Years These stock IA .,1
1011,SHD - Appearance 180 Bullish Cup Handle. Someone put SPD .,1
1012,"Tight consolidation 9EMA quite bullish , I 'm stalk SII potential long entry",1
1013,EW Into gap Over 95.00,1
1014,FOE Over 4.60,1
1015,PAB resistance June Sept Over 6.21 start trade,1
1016,xray Over 41.00,1
1017,CNK - potential head shoulder lead BOJ bit.ly/XStZaG,-1
1018,ooking catch Nat. Gas producer like NG Bought Feb. 18 call CHK,1
1019,SCSS usually like make run 30-32 levels. Bought Feb. 30 call swing,1
1020,Friday 's high quality breakout still within range pivot point : TV TMI OC WT MDZ FEIC HA SB OTEX,1
1021,AEO TECHNICA TADES WATCH IST tonight. These 20 stock good characteristic market strong .,1
1022,CGX TECHNICA TADES WATCH IST tonight. These 20 stock good characteristic market strong .,1
1023,CVT TECHNICA TADES WATCH IST tonight. These 20 stock good characteristic market strong .,1
1024,GDI TECHNICA TADES WATCH IST tonight. These 20 stock good characteristic market strong .,1
1025,SM TECHNICA TADES WATCH IST tonight. These 20 stock good characteristic market strong .,1
1026,"surprise upside user : With negative AAP news , feel like short term bottom come .",1
1027,BAC Bank Of America Is The Best Bank Stock On The Dow,1
1028,DECK sucker move way time like long,1
1029,ZION bank pull bank becomes teenager,-1
1030,iberty Media report increase stake 50.25 % SII Breakout watch 3.19,1
1031,GOOG - potential slightest disappoint stock could gap 50 point - - Q4 earnings 10.58 per share,-1
1032,GOOG november repeat 760 660 - good put spec call,-1
1033,"DDD seem buy , everyone raise PT , ATH , etc. eminds aapl 700 ... At time I want buy .",1
1034,Bullish QIH AAP IBM,1
1035,GOOG glass definitely give AAP run money ...,1
1036,GS might get start position 140 add 138 get .,1
1037,"Sorry guy , Netflix bull need hit pause button. NFX",-1
1038,NG watch list sneak line volume 4 % ave full day,1
1039,OPEN table line form watch list - vol 7 % ave full day,1
1040,Buying back goog sell 730 's stream week ago,1
1041,EN SHOT 250 41.70,-1
1042,"VVTV - We 2.55 per share. This look like good one , move already - sell 7 % gain # stock # insidertrading",1
1043,CO point wknd - huge Outside Day - Bearish Engulf take Jan 's gains. Watch .,-1
1044,O - I start see Blu everywhere. small portion business holiday sale may BTE .,1
1045,ANF - SI overbought small position put .,-1
1046,ooking add BJI shrt/puts today - EAT,-1
1047,INTC BY 500 21.10 STOP 19.00,1
1048,XF move VOME today resistance. Close 17.20 I 'm grab GS JPM swing trade .,1
1049,Further proof BBY try tank purpose go private cheap : The great gift card giveaway 2013 .,-1
1050,KO make sugar sell local COST. Consumers prefer CA. user-Cola make shift nationwide. I 'm bullish SB_F SPY,1
1051,"VA - ong 43.07. Trailing Stop 60.12 12 Stops 58.98 , 54.53 , 52.45 , 48.05 , 47.32 , ... 41.32 & 39.57 -",1
1052,"I look CS potential bounce play w/ AAP earnings , imo AAP wo n't 13 eps even guidance key",-1
1053,D pay nice dividend tomorrow hold well. Would like see close 10 long term look good 14 imho,1
1054,"DDD - ong 27.95. Trailing Stop 46.44 9 prior Stops 45.23 , 42.35 , 41.70 , 39.03 , ... 25.44 22.93 -",1
1055,WFM look really good break DT line good volume far,1
1056,user On significant Vol 11.30 BAC 's good Entry IMHO .,1
1057,"DDD strong winner , buy right sit tight. Darvas would say hold em stop moving .",1
1058,"A nder Armour option trader buy 3,200 call earnings bet 6 % move",1
1059,BAC run n't walk .,-1
1060,MCP I like company ...,-1
1061,KB Homes KBH price target spy,1
1062,DN buying flag breakout ; entry 6.49 stop 5.98,1
1063,SANW Piper put 14 tgt today. They recent offering. Would love know said. I think quiet yr pricewise,1
1064,PW make new 52 week hight today good volume,1
1065,KBH breaking,1
1066,"In 20 minute , yutz 70 's leak GOOG earnings firm exist deep bowel wall street",1
1067,KBH Big move today. At resistance,1
1068,"When GOOG beat estimate , stock average 2.7 % gain. When miss , share fall 7.9 % via user",1
1069,CHK rip,1
1070,"I big fan AMZN daily weekly heavy , take gain , sell call wont ok",-1
1071,"Kudos Tim Cook 4 push E Wed ... emember MK weekend 2 yr ago/day b4 E , Steve Jobs go medical leave 4 last time ? AAP",1
1072,"Most eading Stocks lag ES_F , AMH FT , others display climactic action , DDD MTZ. Positive reaction 2 AAP EPS Bull Trap .",-1
1073,"Green Weekly & Monthly Triangle ISIS , ... .pdating",-1
1074,BZH Beazer Homes SA option trader get bullish earnings buy 8k call,1
1075,"Green Weekly Triangle AMPE , ... .pdating",-1
1076,"AN No serious resistance till 10.00 , 10.17 Just get start ( likely )",1
1077,SNFCA move stop tighter see reaction resistance,1
1078,SPY Dismal volume today. It appear everyone 's wait AAP release earnings take position .,-1
1079,GOOG > I make slight change relocate wave 3 last Friday 's low .,-1
1080,"ed Weekly Triangle FT , ... .pdating , ..near end trend",1
1081,KEX close 3.37 call long 3.08 - big winner day ! ! ! 1,1
1082,IBM apparently number good,1
1083,GOOG low trendline adjust,1
1084,CHK look like intermediate term bottom,1
1085,TXN Why AH beat ?,1
1086,"Green Weekly Triangle DEPO , ... ..pdating",-1
1087,GOOG best. chrome IOS good safari. goog innovation far well .,1
1088,"user : OK , correction , WDC 15-16 year high .",1
1089,goog short 738. Think sell open tomorrow. Would lovely procedure every quarter : ) Good Night Guys !,-1
1090,"GOOG thank sake call , love see go higher morning !",1
1091,AAP - 3 scenario watch ahead Apple earnings result price action,-1
1092,user KEX volume continue I see go 4 - pretty easy - long today right 3.00,1
1093,"TSA nice PVE , get reject 35.50 area , keep watch push",1
1094,IBM GOOG AAP FB COMPQ SPX 79.6 % S & P 500 Stocks Overbought,-1
1095,"WH hold previous day 's low continue bounce gap fill , SI back 50",1
1096,"GMC n't miss party yet , still consolidate , could go day",1
1097,AAP Anyone suggestion bullish position assume 5 % increase earn ? 530 long call seem limited upside .,1
1098,"VMW test recent uptrend , real impressive late , SI bear country",-1
1099,"aapl aside simply lever common stock writing put , *risky* strategy play earnings maximum reward ?",1
1100,SGMO monthly,1
1101,user I 'd guess AAP issue magnitude map 'd know .,1
1102,"user I 'd buy iPad I n't wed 64-bit gigaflops , gigabyte AM inux. AAP",1
1103,AEG Over 28.23,1
1104,home build - KBH may break October level - Over 17.20 17.26,1
1105,"FFIV another CSS fall low trend support today , see trend",-1
1106,Good stuff user : Google Earnings eview : Hopeful Signs Multi-Screen World GOOG XK,1
1107,user I n't know NOK IMM I suspect Mr. Ballmer wo n't make numbers. MSFT,-1
1108,Positive GOOG earnings push NQ_F higher finally look sync ES_F & YM_F QQQ SPY DIA,1
1109,Bloomberg : Morgan Stanley 's ist Companies Higher Odds Takeover Offer FS TAKEOVE candidate ! ! ! !,1
1110,FAO decide direction # waitforit,1
1111,"GOOG much well position AAP. Does rely hardware sale , less competition , search monopoly , good vision .",1
1112,CSX CEO CNBC,1
1113,MCD Whats news ?,1
1114,"user : IBM 3.7 % pre-mkt , GOOG 5.2. eaction tech good , despite wart quarter",1
1115,well MCP top short 11 zero still play go VXY 12 TVIX 6 three evaporate nothing,-1
1116,COH defend 50.50-50.60 area time .,-1
1117,im long ATHX 1.34 D 10.02 - .26 dividend pay today unit cost 9.76,1
1118,ATHX b/o 1.35 w/ buy stop 1.50 range easy this. Wait first hr shake volume come STAY ONG STAY STONG,1
1119,DECK short 38.10 bear flag work,-1
1120,XEC short 63.90,-1
1121,AMZN short 268.57,-1
1122,DECK half short +.50 cent,-1
1123,INVN also line - watch list trade top red candle left,1
1124,"MIDD - ong 97.69. Trailing Stop 118.01 10 Stops 115.61 , 113.95 , 110.38 , 99.33 , 95.82 , ... 90.46 & 87.31",1
1125,user Another actionable alert KBH 18 Feb calls. Thanks,1
1126,IBM GOOG add gain regular trading hours. I like I prefer GOOG 745 .,1
1127,AMZN half short +1,-1
1128,"If GOOG hold 745 today good volume , bullish",1
1129,Did like IBM call GOOG call last night ?,1
1130,VXY 10 eod AAP ramp,-1
1131,XEC half short +.50cents,-1
1132,AMZN cover short +1 long 267.61,1
1133,VXY Da bear wacked ? gap fill yesterday. 10 AAP 15 % rev beat ?,-1
1134,XEC 1/4 short +1,-1
1135,DDD I sell position way early 45 buy 30 ... .good trade leave quite bit table. ooking pullback,1
1136,user Do strategy set stop loss win stock ? What set 10day MA stock FDX ?,1
1137,BAC Indtitutional buy 11.30 large Block,1
1138,"Tues give sell AMZN I concern user , , good thing !",-1
1139,"I get device shtick , still n't think DE deal help MSFT short- medium-term. via user",-1
1140,"Oh , 1st comment user post guy 45 target MSFT ... BY END OF Q2 ! ! ! A tad aggressive ?",-1
1141,"QSII get close big gap , SI good indicator",1
1142,GOOG Nice jump !,1
1143,OY O'eilly Automotive Inc. option trader make big downside bet sell 27k call buy 17k put,-1
1144,"AMD 2.72 pretty much pivot resistance here. If break , could see 2.83 quickly .",1
1145,AMZN target magenta 260.43,-1
1146,OY Massive 80000 contract 8 way roll bullish trade OY call spread collar,1
1147,"user yes , work fine ISIS , might I post update today",-1
1148,GOOG clear next buy area per video morning,1
1149,"FCFS Q4 beat top/bottom , guide full year estimates. evs +24 % YoY , net income +30 % YoY",1
1150,"FCFS expect open ~75 85 new store 2013 , majority Mexico",1
1151,"Green Weekly & Monthly Triangle ISIS , ... ..pdating",-1
1152,"SWY - clean isle 6 , 7 , & 8 , short seller bleed everywhere",1
1153,user nobullshytrader I post update soon SNSS,1
1154,"ed Weekly Triangle SNSS , ... .pdating , complete study check",1
1155,"mention poise yesterday. congrats big BE - IBM p 5 % , Near All-Time High via user IBM",1
1156,buy little aapl 510 ... press position bit GOOG prooof expand mobile pie .,1
1157,FS look like head shoulder pattern,-1
1158,Why I BOGHT little AAP today pre-earnings ( break rule feel ) ...,1
1159,1 2 : game momos play stock pop next earnings ? price action today say NFX,1
1160,SWY Safeway Inc. bullishness March Calls earnings,1
1161,"NFX Q3 2012 operational cash flow 150,000 vs. Q3 2011 49 million. 99 % decline q q",-1
1162,"Most eading Stocks lag ES_F , DDD SSYS AKS. Others display climactic action , AFSI AD SNTS. AAP Bat ! Tighten Stops .",-1
1163,MEA SI MACD KDJ say 's still time here. Monitoring stricly entry point lower,-1
1164,VXY 9 come - AAP Blowout,-1
1165,VXY AAP Blowout Huge Dump AAP Miss # FED pump VXY Dump,-1
1166,"AAP Apple 58 billion current asset 92 billion long-term marketable security , ? mostly probably Treasury bill .",-1
1167,"AAP plus another 26 billion off-balance-sheet liability , mostly contractual commitment buy part supplier .",-1
1168,AAP So Apple 's true stock price really 430. This starting point understand company 's valuation,-1
1169,"user DDD exhibit climax run characteristic : ate stage base , 30 % + 2 week , extend 's , violate upper trendline , etc ...",-1
1170,HOV - n't look since sell November - Nice move Dec preXMAS,1
1171,"BCM I work industry. n't look smartphone # , everywhere network/comm/server hardware space",1
1172,"user Yeah , I think AAP underprice value stock. ; - )",1
1173,"user I suppose I tweak guess , eh ? AAP",1
1174,"ed Weekly Triangle CB , ... .pdating",1
1175,SWY nice volume today .,1
1176,MSI - glad I wait 11:52AM b4 place close stop ( hit ) . Now breath much easy day .,1
1177,AF complaint confirm M b/o .,1
1178,"IBM GOOG earnings beat , SPY barely budged. ooks like AAP need stellar earnings keep bull raving. 14 per share",-1
1179,NFX murder shorts. Wow .,1
1180,user I think aapl. Iphone lose wow factor .,-1
1181,"user : NFX short destroy , AAP beat nicely market gon na orgasm",1
1182,AAP das + 2 % gef ? llt mir nicht .,1
1183,AAP go,-1
1184,CANT WAIT FO AAP TO GO BACK TO 400,-1
1185,AAP Sell sell sell,-1
1186,AAP Wow god,-1
1187,AAP wooooow really bad ! I wo n't touch apple-stock ! Wild ride ...,-1
1188,"AAP believer never give up. The competition caught , AAP low price lose revenues. 425 come soon .",-1
1189,AAP 137 billion cash crazy,-1
1190,VXY 10 AAP conference call,-1
1191,AAP user like guest say aapl lacking innovation,-1
1192,I n't care anybody says. NFX may little earnings boost I stop MACD divergence ! Will short .,-1
1193,user I 'd buy MON. I 'm wait serious pullback get cheap sure happen. What think ? 98/100 ?,1
1194,"Green Weekly Triangle FNFG , ... .pdating , check blog :",-1
1195,"AAP break low 1/15. I 'm say , even , 700 , I feel stock sell , money buy .",-1
1196,AAP What Al Gore know n't ?,1
1197,Apple call : cash+securities 137.1B v 121B - 16B increase. That 's less 2.5B divs 2B buyback too. ( 92B offshore ) AAP,1
1198,"user : .. AAP 600 far , highly unlikely cross 557 ever again. Will C - More likely now. 425 next level 2 watch",-1
1199,"AAP From early , Stay away fail pattern",-1
1200,AAP next stop = 430,-1
1201,"SPY afterhours thanks AAP fail , come hard fast. # stockaction",-1
1202,AAP I short E Win 's OVEEACTING Stock around 475-85 By EOD Tomorrow !,1
1203,Charles Sizemore Straight Talk About Money - Sizemore Insights MSFT DE,1
1204,"Instead classic M. Night Shyamalan twist , get recent M. Night Shyamalan disappointment AAP",-1
1205,user : AAP Hedge Fund Hotel margin call switchboard blow-up tomorrow,-1
1206,"AAP , anybody remember , say 've reach saturation point ? Where 's guy laugh ?",-1
1207,user : AAP 2012 GOD & Quarterly histograms ED # FT71 / 460 do ... .still work do share Jan 15,-1
1208,AAP volume support level 420ish. Broadening top look complete- 'll see,-1
1209,NFX easy long side swing trade right .,1
1210,"user read Scaling Plan Sequence , yes , high level p 5.80 SNSS , swing show remember",1
1211,AAP 462.50 !,1
1212,"GGC - Textbook. From watchlist , volume show clear indication 1/22. This one easy .",1
1213,Talked possibility month ago AAP QQQ NDX,-1
1214,ACTG possible breakdown tomorrow ...,-1
1215,H break support today may drop channel tomorrow ... watch .,-1
1216,HFC - 2 day performance +3.7 % . Short-term trader look lock quick gains. A breakout would still buyable .,1
1217,B bearish,-1
1218,VHC another one I may buy tomorrow ... . look nice .,1
1219,user feel HEOP Good luck .,-1
1220,TSO good upward run resistance level form 45.44. Keep radar .,1
1221,BCN Higher volume often indicate reversal points.Technicals/saying stock take,1
1222,"BAC December 2012 solid channel , two bull flags. January 2013 see solid channel form. Bear flag # 2 formation",-1
1223,HC go website quasi DDD type play. It really n't give entry point post earnings. Excellent risk/reward. None,1
1224,CS Short Setup :,-1
1225,AAP I tell market : ),-1
1226,AAP The support 430.. real value company.. day,-1
1227,user Prop_Trader user -- - January affect new inflow new money n't go AAP clearly,-1
1228,user : CS report close ; big growth expect may enough ; 50 % biz AAP,-1
1229,AAP COMPQ Apple sink Nasdaq,-1
1230,HAO ong Setup ( perhaps best recent winner ; long name ) ( needs clear 8.44 .50 ) :,1
1231,NEW POST : AAP Has Disappointing Quarter ... Its Bear Phase esumes,-1
1232,AAP 450 get ugly I 've say AAP hit 400 2013,-1
1233,AAP warn ppl stay away stock long time. Its cheap I agree stock always get cheap,-1
1234,Went VZ last night. Phones today competitive. ots gd choice samsung android heck I may go back flip phone AAP,-1
1235,user : FIO fugly,-1
1236,"SWY - run late today , run Safeway get coffee ( ) - I really cut back , goal get 1 pot day 2",1
1237,NFX brutal short squeeze : - ) +40 % I hope see BCN ZNGA VVS AMD GTAT ... .,1
1238,The big picture look even frightening AAP perma-bears. Check friend user,-1
1239,user AAP back 350 I would buy hand fist 's still inflate valuation. Now longer growth story 's new MSFT,-1
1240,NFX stopping. Next stop 160+. If go 130 near future go .,1
1241,AAP 465 resistance head 435 near term .,-1
1242,user 415/425 end wk imho AAP,-1
1243,ATHX n't like 1.35 I stay long wk two,1
1244,"Out aapl long 2009. Still 10 % , learn experience stock been. study",-1
1245,EBAY early morning bounce hold support + 10-day MA,1
1246,WNC bounce 20-day 8 cent line volume 12 % ave full day,1
1247,ZNGA take ! Watch Shorts ; ),1
1248,user : AMZN < beauty,1
1249,"user : AAP 420p 8.78 stop break 453 // 11.75. Figure , I make best trade year aapl bad",-1
1250,"AAP Head Shoulders pattern play , one textbook",-1
1251,ANY still do ?,1
1252,OW cent away PT 38.30. Dumping position great gain,1
1253,"VS breakout back-test right , would good entry point anyone interested name",1
1254,"FIO : Considerable selling pressure due AAP link ( AAP & FB account 50 % + rev ) . AAP guide capex 10B , +2B Y/Y. ( 1/2 )",1
1255,AAP ong Trade,1
1256,AAP The buy 430-440..,-1
1257,AAP remember knee AND toe come head shoulder,-1
1258,Keep OSTK watchlist - break huge cup w handle pattern .,1
1259,BC watch list trigger Tuesday move today 147 % volume - top B band - set stop,1
1260,True user : I think market tell AAP let go mobile # Android way lose lap/desk top # windows. GOOG MSFT,1
1261,VMW short 97.01,-1
1262,AMZN short 275.13,-1
1263,DECK love price action people make call yesterday stream. GGS wife life,1
1264,CEN breaking,1
1265,"AXP come Catfish buy , extreme fractal buy orange dot buy ! Chaos event PWmo2",1
1266,AJ entry 18.35 stop 17.22,1
1267,"ed Weekly Triangle PBY , ... .pdating , ... inform :",1
1268,"Si VFC cae bajo 145,53 , entrar cortos. Stop loss en 146,55 .",-1
1269,"ong BBBY beating 159,07 . Stop loss 59,74",1
1270,user : You Are Here AAP,-1
1271,"ong-term bullish anyone , n't underestimate TSA 's ability print ugly candle today. oves sell afternoon .",1
1272,MSFT Thinking buy one swing trade. VOME huge today break resistace .,1
1273,"AAP 1,000 lot bid next weekly 470C 5.30. 36 delta option , could create support stock slight rally",1
1274,No 1 talk abt Demark 's botch AAP call. Media always parade hot hand mass B illusion expert know something,-1
1275,It 's racket medium else would take every expert pump AAP along task today .,-1
1276,BAC Consolidation progress ... 33 % Done ... ; - ),1
1277,report next Wed. user : ATW : Barclays start Overweight,1
1278,MSFT nice breakout ! ! ! earnings close ! !,1
1279,Buying NFX 140 put tomorrow. 1.70 avg,-1
1280,AAP close- would like see Williams back 80 line - SI back 30 last time gain huge,1
1281,"My spot u want avoid AAP pre-earnings w/ user yahoofinance. Starts 2 min mark , post yesterday .",-1
1282,"adio spot w/ user today. Talking IWM leadership , new high SPY likely , course , AAP .",1
1283,FBHS - another # 3WeeksTight. Tons right,1
1284,"Since user blog , 've find many # 3WeeksTight pattern : TMB , FBHS , EQIX. Find others screen",1
1285,GS 140-142 feel right enter swing position .,1
