,Topic,Sentiment,TweetId,TweetDate,TweetText
496,apple,neutral,126394795802370049,Tue Oct 18 20:30:42 +0000 2011,People wait line apple phone 1:30 Tuesday ! Do n't people Jobs ( pun intend ? ) ? ? ?
497,apple,neutral,126393452324855808,Tue Oct 18 20:25:21 +0000 2011,Apple Would much rather get outta ( see pic ) fun `` Have friend choose music '' http : //t.co/7IiHbr4J
498,apple,neutral,126389413054910464,Tue Oct 18 20:09:18 +0000 2011,RT CRMStrategies : Great Tech War 2012 http : //t.co/64jGRoBp FastCompany profile Amazon Apple Google Facebook CNBC /ht phil ...
499,apple,neutral,126387460463788032,Tue Oct 18 20:01:33 +0000 2011,apple gon na see anyone stay log fb twitter # TroubleMaker
500,apple,neutral,126386085164101634,Tue Oct 18 19:56:05 +0000 2011,leg3nd apple new iPhone ?
501,apple,neutral,126384526925639681,Tue Oct 18 19:49:53 +0000 2011,"If 've struggle get hold , I 'm back online new iPhone - thanks apple"
502,apple,neutral,126383125059211265,Tue Oct 18 19:44:19 +0000 2011,"Hey Apple , pretty much product amazing. You blow mind every time launch new gizmo. That say , hold music crap ."
503,apple,neutral,126381578975842304,Tue Oct 18 19:38:11 +0000 2011,Great Tech War 2012 http : //t.co/64jGRoBp FastCompany profile Amazon Apple Google Facebook CNBC /ht philsimon
504,apple,neutral,126380323733909504,Tue Oct 18 19:33:11 +0000 2011,Jake_Gyllenhaal So 've make Apple ?
505,apple,neutral,126379730827083776,Tue Oct 18 19:30:50 +0000 2011,Apple pic Steve Jobs home page. # Honor
506,apple,neutral,126377120023842816,Tue Oct 18 19:20:28 +0000 2011,"Apple shut store ! ! ! C'mon , Only Wednesday SteveJobs memorial ."
507,apple,neutral,126375024595705856,Tue Oct 18 19:12:08 +0000 2011,Motorola Best Android-powered company go Apple .
508,apple,neutral,126374630377275392,Tue Oct 18 19:10:35 +0000 2011,apple # readyfor5.0.1 http : //t.co/M2FqakYr
509,apple,neutral,126370776013213697,Tue Oct 18 18:55:15 +0000 2011,This I wait RT Apple The last big project Steve Jobs work new cranial insertion device : iMplant .
510,apple,neutral,126368680459251712,Tue Oct 18 18:46:55 +0000 2011,Apple Users Get The official Kalifornia Cavi App Apple Device - power Apple - Download free http : //t.co/HlGnvlRw
511,apple,neutral,126368285259350017,Tue Oct 18 18:45:21 +0000 2011,The official Kalifornia Cavi Mobil App available app store - power Apple - Download free http : //t.co/HlGnvlRw
512,apple,neutral,126368127524159488,Tue Oct 18 18:44:44 +0000 2011,"# Win Apple iPod Touch Mommy_gaga , get Pampers Hello World Baby Memories App ! http : //t.co/I6woujUh # PampersHelloApps"
513,apple,neutral,126364189097865216,Tue Oct 18 18:29:05 +0000 2011,Apple # RIPSteve RT davepeck : Steve Jobs Seven Rules Success http : //t.co/4nLRLdWy
514,apple,neutral,126362867778859008,Tue Oct 18 18:23:50 +0000 2011,macbreak weekly TWiT via apple airplay full HD 42 '' . finally ! leolaporte Ihnatko alexlindsay
515,apple,neutral,126360821419884544,Tue Oct 18 18:15:42 +0000 2011,"Stay young , stay foolish. But take ownership u f*ck , n't complain , never give up. # resilience apple"
516,apple,neutral,126360182308618240,Tue Oct 18 18:13:09 +0000 2011,"Dear motorola , I smell lawsuit come way. cc : apple # motoactv"
517,apple,neutral,126358012343492608,Tue Oct 18 18:04:32 +0000 2011,RT hofmania : I pay someone wait line apple store morning zaarly # putapriceonconvenience # iphone htt ...
518,apple,neutral,126357527196741632,Tue Oct 18 18:02:36 +0000 2011,apple Or Microsoft Buying Out RIM ?
519,apple,neutral,126353359962775552,Tue Oct 18 17:46:03 +0000 2011,apple Why n't wireless remote Keynote presentation w MacBook Air ? Nobody want see pith man navigate w iPhone
520,apple,neutral,126351669029126144,Tue Oct 18 17:39:20 +0000 2011,"RT HaendelBalzora : dear apple please invent `` FaceTime Voicemails. '' sincerely , haendel balzora jr. # apple"
521,apple,neutral,126348857071239168,Tue Oct 18 17:28:09 +0000 2011,"# Win Apple iPod Touch Mommy_gaga , get Pampers Hello World Baby Memories App ! http : //t.co/YUydxo1t # PampersHelloApps"
522,apple,neutral,126347890196103168,Tue Oct 18 17:24:19 +0000 2011,"dear apple please invent `` FaceTime Voicemails. '' sincerely , haendel balzora jr. # apple"
523,apple,neutral,126346633721032705,Tue Oct 18 17:19:19 +0000 2011,"RT jesperordrup : Hi apple. Household 4 iphones , 2 ipads , 2 mini , 2 apple tv , AirPorts , Timecapsule +. Whats usable iPhoto shari ..."
524,apple,neutral,126346584068861952,Tue Oct 18 17:19:07 +0000 2011,Couldnt help & explored # iphone4s apple store & talk # Siri ... Should 've try speak French ? ! # nexttime
525,apple,neutral,126343124174901248,Tue Oct 18 17:05:22 +0000 2011,"people miss iPod symbol iPhone ? I first iPod , 's I relate apple # ios5 # nostalgia"
526,apple,neutral,126336867477094400,Tue Oct 18 16:40:31 +0000 2011,ATTCustomerCare att apple I already iPhone 4 ATT contract. Can I buy factory UNLOCKED iPhone 4S contract ?
527,apple,neutral,126336687382081536,Tue Oct 18 16:39:48 +0000 2011,RT HowardMortman : .RT edatpost : . Apple fan Eric Holder spot Genius Store http : //t.co/7vZSIXpy
528,apple,neutral,126331354718801921,Tue Oct 18 16:18:36 +0000 2011,"Hi apple. Household 4 iphones , 2 ipads , 2 mini , 2 apple tv , AirPorts , Timecapsule +. Whats usable iPhoto share setup ? /cc maddox"
529,apple,neutral,126330974270271488,Tue Oct 18 16:17:06 +0000 2011,RT edatpost : Bah ! Genius BAR // RT edatpost : . Apple fan Eric Holder spot Genius Store http : //t.co/FTLttLPn
530,apple,neutral,126330155441467392,Tue Oct 18 16:13:50 +0000 2011,# motoactiv ? Methinks apple maybe Nike already prepping lawsuit
531,apple,neutral,126329109759524865,Tue Oct 18 16:09:41 +0000 2011,Check video -- moe. play Live iPads. Video dedicate memory # SteveJobs http : //t.co/XSiyDnqu ipad mac apple # brilliant
532,apple,neutral,126328424624160768,Tue Oct 18 16:06:58 +0000 2011,Bah ! Genius BAR // RT edatpost : . Apple fan Eric Holder spot Genius Store http : //t.co/FTLttLPn
533,apple,neutral,126326886354784256,Tue Oct 18 16:00:51 +0000 2011,Evolution Apple Ads 1975-2002 : http : //t.co/QTOqOZ42 thesavoia # stevejobs # tech # art
534,apple,neutral,126325069281624064,Tue Oct 18 15:53:38 +0000 2011,apple # siri http : //t.co/k7b686hX
535,apple,neutral,126324621279641601,Tue Oct 18 15:51:51 +0000 2011,.RT edatpost : . Apple fan Eric Holder spot Genius Store http : //t.co/LCTPxHF5
536,apple,neutral,126324256236765185,Tue Oct 18 15:50:24 +0000 2011,RT edatpost : . Apple fan Eric Holder spot Genius Store http : //t.co/FTLttLPn
537,apple,neutral,126323574989520896,Tue Oct 18 15:47:41 +0000 2011,RT edatpost : . Apple fan Eric Holder spot Genius Store http : //t.co/OshPyV2G
538,apple,neutral,126323533696614402,Tue Oct 18 15:47:32 +0000 2011,. Apple fan Eric Holder spot Genius Store http : //t.co/FTLttLPn
539,apple,neutral,126321197062426624,Tue Oct 18 15:38:14 +0000 2011,RT DailyDealChat : bidmyway I like app apple iPhone simple easy use !
540,apple,neutral,126320247379730432,Tue Oct 18 15:34:28 +0000 2011,bidmyway I like app apple iPhone simple easy use !
541,apple,neutral,126320076063379456,Tue Oct 18 15:33:47 +0000 2011,"Thanks , Apple. Now even people bus talk inanimate objects. Harder ever tell 's crazy 's hip ."
542,apple,neutral,126318553031917569,Tue Oct 18 15:27:44 +0000 2011,Noticed apple add like & tweet icon page ? http : //t.co/PZoNZeC8 # like # facebook # tweet
543,apple,neutral,126316594971422720,Tue Oct 18 15:19:57 +0000 2011,rtimbuc thx publicly come Apple closet ... : )
544,apple,neutral,126316179429134336,Tue Oct 18 15:18:18 +0000 2011,"Win Apple iPod Touch Mommy_gaga , get Pampers Hello World Baby Memories App ! http : //t.co/2XJZaLCs # PampersHelloApps"
545,apple,neutral,126315088641658881,Tue Oct 18 15:13:58 +0000 2011,RIM release new generation phone new year contend Apple ... Hmmm .
546,apple,neutral,126311681126187008,Tue Oct 18 15:00:26 +0000 2011,RT TimjwDowning : # iOS 5 great system 's take day download apple
547,apple,neutral,126311223343058946,Tue Oct 18 14:58:37 +0000 2011,Using Apple 's mobile AirPort Utility http : //t.co/TiDpaHYC
548,apple,neutral,126309939961536513,Tue Oct 18 14:53:31 +0000 2011,Dropbox balk acquisition Apple. My apps thank them. : ) http : //t.co/VsYPl9Xu
549,apple,neutral,126308556294205441,Tue Oct 18 14:48:01 +0000 2011,"These co worth billion : Apple , Facebook Google & Amazon battle consumer http : //t.co/4WxPCH9h via fastcompany"
550,apple,neutral,126302918797312000,Tue Oct 18 14:25:37 +0000 2011,"Just # TomCruise think unique name daughter , Apple pull rug new # Siri App ."
551,apple,neutral,126302719882444801,Tue Oct 18 14:24:49 +0000 2011,I wonder If person apple hold apple buy
552,apple,neutral,126301989486342145,Tue Oct 18 14:21:55 +0000 2011,iOS 5 iPhone iPad Here : Apple 's Best Release Yet ? http : //t.co/iLYGZ5Ox # ios5 # io apple # ipad # tablet
553,apple,neutral,126301301511426049,Tue Oct 18 14:19:11 +0000 2011,"The 'Great Tech War ' : Apple , Facebook , Google , Amazon battle future http : //t.co/sVu8cG1M via fastcompany"
554,apple,neutral,126300596633481216,Tue Oct 18 14:16:23 +0000 2011,"BeeeThree I aye , I n't apple"
555,apple,neutral,126300304600866816,Tue Oct 18 14:15:13 +0000 2011,How community saw # SteveJobs - 12 Most # Community `` iCelebrates '' Steve Jobs - http : //t.co/jJRwIvmc Apple
556,apple,neutral,126298592364331008,Tue Oct 18 14:08:25 +0000 2011,Steve Jobs ' unconventional # leadership secret - ACC SmartBrief : http : //t.co/CY6VxRnF & gt ; Apple # sm # HR # NEHRA
557,apple,neutral,126294550535872512,Tue Oct 18 13:52:21 +0000 2011,RT aplusk : Sending love & light everyone Apple & entire Jobs family.Today lose Giant miss even ...
558,apple,neutral,126294304628019201,Tue Oct 18 13:51:23 +0000 2011,apple store NY
559,apple,neutral,126293879166205952,Tue Oct 18 13:49:41 +0000 2011,"Attending # mobilemem , listen James Kelley apple ."
560,apple,neutral,126292279009882113,Tue Oct 18 13:43:20 +0000 2011,Tell Steve Jobs & Apple change life $ 5 donate Pancreatic # Cancer Research ! PanCAN Pan_Act http : //t.co/BWzganje
561,apple,neutral,126292109727768576,Tue Oct 18 13:42:42 +0000 2011,"yeah , apple update ! ! plank photo , # lmaoo http : //t.co/IusXJJDq"
562,apple,neutral,126291860305100801,Tue Oct 18 13:41:40 +0000 2011,pick # iPhone4S two hour Apple !
563,apple,neutral,126290154737504256,Tue Oct 18 13:34:53 +0000 2011,DickCostolo say daily # twitter signups TRIPLED since new apple # iphone4S come
564,apple,neutral,126289716097196032,Tue Oct 18 13:33:09 +0000 2011,"yes , live tweet apple tech support call. Is n't fun ?"
565,apple,neutral,126283761754185728,Tue Oct 18 13:09:29 +0000 2011,"azee1v1 apple umber Better file info/easier get , duplication file importing. Categorizing file ."
566,apple,neutral,126283639959990274,Tue Oct 18 13:09:00 +0000 2011,"ok apple , get iOS5 # icloud , please # LogicX"
567,apple,neutral,126283441657495552,Tue Oct 18 13:08:13 +0000 2011,AsimRang apple umber well far ive see apps
568,apple,neutral,126283440457912320,Tue Oct 18 13:08:13 +0000 2011,"Hello , iPhone 4 ! ! ! Thank , apple ! Although never break first place ! # tsk"
569,apple,neutral,126283024278110208,Tue Oct 18 13:06:33 +0000 2011,AsimRang apple umber upgrade ios5 section app store let download anything purchase
570,apple,neutral,126281432644595713,Tue Oct 18 13:00:14 +0000 2011,"Apple , Facebook , Google Amazon battle ... The Great Tech War 2012 http : //t.co/uL9zZKv8 fmanjoo"
571,apple,neutral,126280507729260544,Tue Oct 18 12:56:33 +0000 2011,"AsimRang apple umber podcasts feature work fine , music purchasing straight forward , else want ?"
572,apple,neutral,126279672433614848,Tue Oct 18 12:53:14 +0000 2011,â NoVaTyler : Foreverfit4u amaze quickly apple go poop tubeâ It could n't 2do w/operator error ! # sarcasm Still â¤ apple
573,apple,neutral,126277810431074304,Tue Oct 18 12:45:50 +0000 2011,RT Apple We destroy next RT therealterica : Duh # TeamAndroid RT JuanHustle I get feel live last day Blackberry
574,apple,neutral,126272713332506624,Tue Oct 18 12:25:35 +0000 2011,KaeKaed Apple Here easy way put Newsstand folder http : //t.co/yVXmWIbI
575,apple,neutral,126267746739699713,Tue Oct 18 12:05:51 +0000 2011,"# Win Apple iPod Touch Mommy_gaga , get Pampers Hello World Baby Memories App ! http : //t.co/AAP7StHt # PampersHelloApps"
576,apple,neutral,126257394622808064,Tue Oct 18 11:24:43 +0000 2011,"Been MIA Twitter.. But Tweeting new apple iPhone ! : ) # finallycool # notreally well , It IS ..I 'm : ) # stilllearning"
577,apple,neutral,126243528832593920,Tue Oct 18 10:29:37 +0000 2011,AsgariAJ # iPhone need tell Apple
578,apple,neutral,126232037492404224,Tue Oct 18 09:43:57 +0000 2011,"Mommy_gaga , # Win Apple iPod Touch Mommy_gaga , get Pampers Hello World Baby Memories App ! http : //t.co/qEATNMpI # PampersHelloApps"
579,apple,neutral,126225922159427584,Tue Oct 18 09:19:39 +0000 2011,Need update apps. ) : apple ID disabled.. Do n't know do.. apple AppStore itunes Siri_Assistant
580,apple,neutral,126219340214304768,Tue Oct 18 08:53:30 +0000 2011,eat apple xDD
581,apple,neutral,126218596786511873,Tue Oct 18 08:50:33 +0000 2011,I wonder Apple OSX get built-in Twitter support like iOS5. That would helpful moment .
582,apple,neutral,126217194173501441,Tue Oct 18 08:44:58 +0000 2011,Spell check need save document - finger cross Steve Jobs leave nugget technology behind Apple list. : )
583,apple,neutral,126213965817708544,Tue Oct 18 08:32:09 +0000 2011,Apple Stores close one hour October 19 watch # SteveJobs # memorial http : //t.co/fbjqb5RA via 9to5mac # tech # porchista
584,apple,neutral,126211975595311104,Tue Oct 18 08:24:14 +0000 2011,iPhone 4S v Canon 5D MKII. apple canon iphone http : //t.co/PvKqad33
585,apple,neutral,126209902241787904,Tue Oct 18 08:16:00 +0000 2011,Samsung want ban Apple iPhone 4S Japan Australia. http : //t.co/hWA4tWIc # smartphonewar
586,apple,neutral,126205800359280640,Tue Oct 18 07:59:42 +0000 2011,Siri say weird thing | This next ... http : //t.co/H8n7caSg via verge hasanga mohoisham apple # Siri # LMFAO
587,apple,neutral,126201991125929984,Tue Oct 18 07:44:34 +0000 2011,apple karaoke ceel w/ nandamaulida putriasmara galuhoktriana milatus : p
588,apple,neutral,126197405015220225,Tue Oct 18 07:26:20 +0000 2011,The four American company come define 21st-century verge war. Amazon Apple Facebook Gâ¦http : //t.co/PxUlr5dw
589,apple,neutral,126186795808456704,Tue Oct 18 06:44:11 +0000 2011,I 4 Apple product ...
590,apple,neutral,126185114173583360,Tue Oct 18 06:37:30 +0000 2011,SamsungMobileUS Apple would disagree right .
591,apple,neutral,126177221571395584,Tue Oct 18 06:06:08 +0000 2011,"Stay hungry , stay foolish. Steve Jobs , founder Apple # WinningWithEL"
592,apple,neutral,126171911523794944,Tue Oct 18 05:45:02 +0000 2011,RT thejjmg : My friend bm88 find article # ios5 battery drain problem http : //t.co/Iqa0ipVt Apple ah mine sink ...
593,apple,neutral,126165547154018304,Tue Oct 18 05:19:45 +0000 2011,iSteps apple store bologna http : //t.co/WjjBq7Ae
594,apple,neutral,126163403063570432,Tue Oct 18 05:11:13 +0000 2011,"How I manage businesses/life : pivotaltracker , 37signals , twitter , googleapps , apple , dropbox , wordpress , dreamhost THX"
595,apple,neutral,126157019072835584,Tue Oct 18 04:45:51 +0000 2011,Notes Jobs Apple store Palo alto downtown. http : //t.co/4BJjfq4h
596,apple,neutral,126149567036137473,Tue Oct 18 04:16:15 +0000 2011,Just realize Apple n't even Apple lock. This dude R.J. Pittman wait thee fat check .
597,apple,neutral,126148184358653954,Tue Oct 18 04:10:45 +0000 2011,"Hey Apple , could hook voice memo app iPhone fine scrub ? Journalists need love ."
598,apple,neutral,126147867478982656,Tue Oct 18 04:09:29 +0000 2011,RT danysaadia : ATTCustomerCare att apple I already ATT wireless line. Can I buy factory unlocked iPhone 4S contract ?
599,apple,neutral,126146495396319232,Tue Oct 18 04:04:02 +0000 2011,Dear Appleâ¦ If I make love iCloud ALL THE THINGS baby ?
600,apple,neutral,126141631291326464,Tue Oct 18 03:44:43 +0000 2011,POLL : http : //t.co/GcrpUKwF Q : R U piss Apple ban video ? # Apple # iPhone4S # Siri # F8ball
601,apple,neutral,126141628372090880,Tue Oct 18 03:44:42 +0000 2011,POLL : http : //t.co/9q2Er1w9 Q : R U piss Apple ban video ? # Apple # iPhone4S # Siri # F8ball
602,apple,neutral,126141580682854400,Tue Oct 18 03:44:31 +0000 2011,More Twitter buzz Apple Store : http : //t.co/hLybd7uc - RT ji_lee start trip apple store. turn spontaneou ...
603,apple,neutral,126141157146238976,Tue Oct 18 03:42:50 +0000 2011,My friend bm88 find article # ios5 battery drain problem http : //t.co/zMX85Fkd apple
604,apple,neutral,126134865887363072,Tue Oct 18 03:17:50 +0000 2011,"`` # Win Apple iPod Touch Mommy_gaga , get Pampers Hello World Baby Memories App ! http : //t.co/r0WYm1jX # PampersHelloApps ''"
605,apple,neutral,126130171404230656,Tue Oct 18 02:59:10 +0000 2011,"Dear apple , # Apple ID change colleague & # 39 ; I charge Mac ? Now & # 39 ; download update apps. # iPhone"
606,apple,neutral,126125830094061568,Tue Oct 18 02:41:55 +0000 2011,You know 've go Apple overboard misread Yelp review `` iPad Thai. '' # fb
607,apple,neutral,126125799744094208,Tue Oct 18 02:41:48 +0000 2011,"Goodbye Evernote , Welcome # NotesintheCloud thx Apple"
608,apple,neutral,126125182405447680,Tue Oct 18 02:39:21 +0000 2011,Will Apple 's Mac ever properly use financial market purely creatives device ? Shift IBM Mac ? # finpanther
609,apple,neutral,126124917992341504,Tue Oct 18 02:38:18 +0000 2011,But att `` work '' apple make iPhone say 4G RT JFSikora : TCPJ_Mickey I 'm glad Apple slinging crap .
610,apple,neutral,126122372775415808,Tue Oct 18 02:28:11 +0000 2011,start trip apple store. turn spontaneous fun even w MolleyMoody. dance try outfits. # girl
611,apple,neutral,126118389591711744,Tue Oct 18 02:12:21 +0000 2011,RememberiN wen apple blackberry fruit # nostalgia
612,apple,neutral,126113944891949056,Tue Oct 18 01:54:42 +0000 2011,dyanna299 mean like Muhaimin apple.com ?
613,apple,neutral,126110863550717952,Tue Oct 18 01:42:27 +0000 2011,The new apple # find friends app great ... . except part log everytime. Get back change ...
614,apple,neutral,126110770864979968,Tue Oct 18 01:42:05 +0000 2011,One thing I want # io search add bar similar Firefox droid phone do. But thnx talk Google apple ...
615,apple,neutral,126110374549405696,Tue Oct 18 01:40:30 +0000 2011,"Gee , I ca n't imagine map app graphic Samsung website help court case vs. Apple : http : //t.co/PmanMoAh"
616,apple,neutral,126109969912311810,Tue Oct 18 01:38:54 +0000 2011,Would look that.. SouthwestAir Apple style welcome well. http : //t.co/t0TrFnk8 # customerappreciation # custserv
617,apple,neutral,126107127231152129,Tue Oct 18 01:27:36 +0000 2011,"RT fredbenenson : Hey twitter apple , pretty dumb. http : //t.co/kubkPO0T"
618,apple,neutral,126106914684796928,Tue Oct 18 01:26:46 +0000 2011,get new apple update
619,apple,neutral,126105236229193728,Tue Oct 18 01:20:05 +0000 2011,"A brick n mortar Google store ? Coming soon London , US next ? Copying Apple business model ? http : //t.co/l4VTHsv5"
620,apple,neutral,126105175294357505,Tue Oct 18 01:19:51 +0000 2011,"Hey twitter apple , pretty dumb. http : //t.co/kubkPO0T"
621,apple,neutral,126104490511319041,Tue Oct 18 01:17:08 +0000 2011,If iPhone 4 case fit 4S nlevenbrown apple buy new one ?
622,apple,neutral,126104322999197696,Tue Oct 18 01:16:29 +0000 2011,apple store get phone fix ... ppl line 4 http : //t.co/aUHQLiVy
623,apple,neutral,126104244402126848,Tue Oct 18 01:16:09 +0000 2011,Apple Macbook mirror onto AppleTV via # Airplay ?
624,apple,neutral,126102037057388544,Tue Oct 18 01:07:23 +0000 2011,ATT I right.I pre-ordered iphone last wk month. I could buy apple store today.really ?
625,apple,neutral,126098699196698624,Tue Oct 18 00:54:07 +0000 2011,apple please bring back old Siri app u old school iPhone 3 user !
626,apple,neutral,126095965391298560,Tue Oct 18 00:43:15 +0000 2011,"Upgrading # iPad # iOS5. When Apple say could take couple hour install restore , n't kid ."
627,apple,neutral,126094392183357443,Tue Oct 18 00:37:00 +0000 2011,"Yeah , 's apple twitter account ."
628,apple,neutral,126094029015355392,Tue Oct 18 00:35:33 +0000 2011,POLL : http : //t.co/Wu6EsvT5 Q : Should Microsoft consider make hardware # Windows like Apple ? # Microsoft # Windows # Appl ...
629,apple,neutral,126094027140513792,Tue Oct 18 00:35:33 +0000 2011,POLL : http : //t.co/tZBleGaQ Q : Should Microsoft consider make hardware # Windows like Apple ? # Microsoft # Windows # Appl ...
630,apple,neutral,126091878469869568,Tue Oct 18 00:27:01 +0000 2011,ATTCustomerCare att apple I already ATT wireless line. Can I buy factory unlocked iPhone 4S contract ?
631,apple,neutral,126089815136538624,Tue Oct 18 00:18:49 +0000 2011,Lol bet Android couldnt RT ceejay3k : I promise iPhone 1 % battery last 3 hours. I see apple .
632,apple,neutral,126089347639427072,Tue Oct 18 00:16:57 +0000 2011,I promise iPhone 1 % battery last 3 hours. I see apple .
633,apple,neutral,126087892580827137,Tue Oct 18 00:11:10 +0000 2011,APPLE freak Siri available Iphone 4 yet ?
634,apple,neutral,126086553415057408,Tue Oct 18 00:05:51 +0000 2011,# Iphone5 please make The battery last long thanks Apple
635,apple,neutral,126081812236738560,Mon Oct 17 23:47:01 +0000 2011,Hey apple next update get emoji 's point middle finger please ? ? Thanx ! !
636,apple,neutral,126079649959772160,Mon Oct 17 23:38:25 +0000 2011,U know apple company give 500 iPads Steve job past away
637,apple,neutral,126078565346312192,Mon Oct 17 23:34:07 +0000 2011,Found hard way today webex work apple ios5 yet follow link meeting..
638,apple,neutral,126073142107045888,Mon Oct 17 23:12:34 +0000 2011,"RT shanmoorthy : Next year go really interesting tech Google , Amazon , Facebook Apple vie new growth area ..."
639,apple,neutral,126072051118260225,Mon Oct 17 23:08:13 +0000 2011,Saw apple cover msg 4 steve jobs. Nice kno ppl r still say # thankyousteve
640,apple,neutral,126071173640499200,Mon Oct 17 23:04:44 +0000 2011,"iPhone 4 S RESERVATION , want buy apple store tomorrow reserve online 9pm tonight"
641,apple,neutral,126068964685135872,Mon Oct 17 22:55:58 +0000 2011,apple must launch # searchengine - imminent surely. # AppleSearch # AppleCore # bigapple haha ! Please latter
642,apple,neutral,126066994008162305,Mon Oct 17 22:48:08 +0000 2011,"FastCompany - The Great Tech War Of 2012 : Apple , Facebook , Google , Amazon duking - http : //t.co/HXsAlzPv via ADerricks"
643,apple,neutral,126066452787773443,Mon Oct 17 22:45:59 +0000 2011,Apple sell 4 million iPhone 4S unit first weekend - Appletell : http : //t.co/vs5r1oox # iPhone4S Apple # fb
644,apple,neutral,126065983138955265,Mon Oct 17 22:44:07 +0000 2011,SteveJobs : Twitter overwhelm reaction Apple founder 's death - Telegraph http : //t.co/tqF6pjf5
645,apple,neutral,126065529684369408,Mon Oct 17 22:42:19 +0000 2011,"Apple please put Tab button back Pages iPad. That hold finger , wait insert tab , touch tab. SMH"
646,apple,neutral,126061182720278528,Mon Oct 17 22:25:02 +0000 2011,Apple share hit new all-time intraday high : http : //t.co/uY35rrRU # win Apple
647,apple,neutral,126057389333020672,Mon Oct 17 22:09:58 +0000 2011,RT FaithMcNally : RhiannaRaee hang apple tacoma listen beatles !
648,apple,neutral,126056940060155904,Mon Oct 17 22:08:11 +0000 2011,RhiannaRaee hang apple tacoma listen beatles !
649,apple,neutral,126055880394420224,Mon Oct 17 22:03:58 +0000 2011,In front apple store. So many blue shirt I feel like I 'm smurf reunion. # iPhone4S
650,apple,neutral,126054998080622593,Mon Oct 17 22:00:28 +0000 2011,"A must read article fastcompany Apple , Facebook , Google , Amazon technology war 2012 http : //t.co/nxc7Wo4S"
651,apple,neutral,126054145617694720,Mon Oct 17 21:57:04 +0000 2011,cnbcfastmomey price I sell apple
652,apple,neutral,126052649475915776,Mon Oct 17 21:51:08 +0000 2011,"Hey Apple , hire TheRock tighten screw bottom case MacBook Pros ? # Ouch # NiceHire"
653,apple,neutral,126051375422504961,Mon Oct 17 21:46:05 +0000 2011,# SteveJobs memorial Leawood Apple store. http : //t.co/UVgb05G6
654,apple,neutral,126049560878526464,Mon Oct 17 21:38:51 +0000 2011,Hey apple Siri available Mac ?
655,apple,neutral,126044185815040000,Mon Oct 17 21:17:30 +0000 2011,"New phone apple , bad im go get till tommorrow , dont feel like drive mall AND GG tonight ! ! !"
656,apple,neutral,126044055644807169,Mon Oct 17 21:16:59 +0000 2011,wait Jacob fairview apple storeee
657,apple,neutral,126042506717704192,Mon Oct 17 21:10:50 +0000 2011,RT DJTREBEL1 : # fail guess apple didnt notify clown iPhone5 isnst yet ... . http : //t.co/2yCDNt1B
658,apple,neutral,126041773356232704,Mon Oct 17 21:07:55 +0000 2011,# fail guess apple didnt notify clown iPhone5 isnst yet ... . http : //t.co/2yCDNt1B
659,apple,neutral,126041570876203009,Mon Oct 17 21:07:06 +0000 2011,"# Win Apple iPod Touch Mommy_gaga , get Pampers Hello World Baby Memories App ! http : //t.co/nDRpciY9 # PampersHelloApps"
660,apple,neutral,126040050441011200,Mon Oct 17 21:01:04 +0000 2011,iPhone 4S First Weekend Sales Top Four Million : http : //t.co/Dm4acTYv via Apple themselves. Big sale new phone .
661,apple,neutral,126031463647944704,Mon Oct 17 20:26:57 +0000 2011,"WIREDInsider beautiful , yes. though simply remind apple 's spin wheel death. clock , reinvent : http : //t.co/tJcJAqfl"
662,apple,neutral,126030091892432896,Mon Oct 17 20:21:30 +0000 2011,Dear apple : Integrated tweet ios5 RAWKS. Plz consider add # lookup like twitter app. Thx ! http : //t.co/5uHsTEPz
663,apple,neutral,126022527578406912,Mon Oct 17 19:51:26 +0000 2011,Easiest way use Evernote iPhone 4S Siri. Just tell Siri Email Evernote say note. evernote apple # evernote # siri
664,apple,neutral,126021436149211136,Mon Oct 17 19:47:06 +0000 2011,Apple sell record 4M # iPhone4S phone first 3 day !
665,apple,neutral,126019432194650113,Mon Oct 17 19:39:08 +0000 2011,brady I surprise apple think of/anticipate ... ...
666,apple,neutral,126018538531061760,Mon Oct 17 19:35:35 +0000 2011,# iMessage wid iOS5 RIP # BBM cultofmac apple
667,apple,neutral,126017643747606528,Mon Oct 17 19:32:02 +0000 2011,It 's good thing apple come iCar I would line one im sure would expensive
668,apple,neutral,126016494701256704,Mon Oct 17 19:27:28 +0000 2011,RT carlmilner : RT petapixel : iPhone 4S v Canon 5D Mark II - A side-by-side comparison 1080p HD video : http : //t.co/qMyMIV7z & lt ; & lt ...
669,apple,neutral,126016405085757440,Mon Oct 17 19:27:06 +0000 2011,The iPhone update segregate contact iPhone user non-iPhone users. They call non-users apple
670,apple,neutral,126014643826208768,Mon Oct 17 19:20:06 +0000 2011,apple internode # icloud # ios5 # piracy omg wonder ive use downloads ! !
671,apple,neutral,126014214467895297,Mon Oct 17 19:18:24 +0000 2011,apple Iphone 's & Ipad 's beautiful technology alltogether mainly market platform. It 's obscure is'nt ? Apple lose 's touch .
672,apple,neutral,126014102379302912,Mon Oct 17 19:17:57 +0000 2011,JarjarTee apple That 's really good. Makes happy pay infamous apple tax : )
673,apple,neutral,126013626426466304,Mon Oct 17 19:16:04 +0000 2011,Hall Pass rolling ... ... Apple bee 's lookin nookie really
674,apple,neutral,126012833128390656,Mon Oct 17 19:12:55 +0000 2011,"hanrahan52 apple Do n't say thing ca n't take back , Joel ."
